,nickname,created,review
759,김연실,2020.10.25 01:28,시간가는줄 모르고 긴장하면서 들었어요. 마지막 한문장에 온몸에 소름이.....
760,이선영,2020.10.22 19:29,그래서 2편이 나옵니까??? 쫌 지루한 전개지만 재미지만할때 끝나네요 ㅋㅋㅋㅋ
761,ji♡in,2020.10.22 09:50,"동생의 죽음을 파헤쳐 나가며 예쁜 동생에게 가졌던 열등감과 실은 동생을 무척 사랑했다는 걸 깨달아 가는 과정이 차분하게 그려집니다. 동성애 냄새를 풍기는 건 좀 뜬금없었지만 내용이 깊거나 분량이 많지 않아 쉽게 들었어요. 동생의 죽음에 대한 설명이 속시원하지 않아 아쉬웠고 스릴러물은 아니지만 범인이 너무 빨리 드러나고 복수도 허무하게 끝나서 2프로 부족한 느낌 이지만, 쉬엄쉬엄 끝까지 들었어요. 잘 들었습니다"
762,지으니미니미,2020.10.21 01:06,전 재미 있던데요
763,김민자,2020.10.17 23:06,성우님이 쌍욕을 넘 잘하심ㅋㅋㅋㅋ
764,보험클리닉 영통점,2020.10.03 21:17,재밌었어요
765,권소연,2020.09.27 23:50,재밌게 잘 들었어요.. 마지막 장면에 소름...
766,이성혜,2020.09.27 18:05,정말 재밌게 들었어요ㅎㅎ 마르타와 마리아의 관한 새로운 관점 인상적이었어요. 작가님 성우님 감사해요^^
767,김영희,2020.09.26 13:16,진짜 재밌게 쉬지않고  들었네요. 작가분 멋집니다. 감사합니다. 
768,박지혜,2020.09.25 11:52,재밌게.잘들었어요. 킬링타임용으로 괜찮아요
769,ilililililililii,2020.09.21 23:27,"김연우성우님 때문에 찾아서 들었는데 체공녀강주룡 작가의 글이었네요 어쩐지 몰입도가 있더라니.. 
오디오북 성우분들 중에는 가장 덜 성우스럽게 말해서 좋아요.. 다들 너무 연기하고 정리된 목소리라서 부담스러운데 김연우님은 자연스럽고 듣기 편한 편이예요 녹음 많이 해주시면 좋을거 같아요"
770,내리,2020.09.19 18:15,너무 좋네요ㅠㅠㅠㅠㅠ
771,김지선,2020.09.17 20:56,넘 잼나게 들었어요 ㅎ
772,Graham,2020.09.16 17:45,듣는 내내 고개를 갸우뚱거리게 되네요. 주인공은 만사에 왜 저렇게 까칠하기만 한지. 정장 사준다는 엄마한테 말하는 게 ㅎㄷㄷ하군요. 그리고 사건 치른 후 머리 자르는 것보다 신발 회수해 오는게 더 먼저이지 않나.... 암튼 결과가 궁금해서 끝까지 듣긴 했는데 몰입감도 별로고 다 본 후 감상도 별로네요.
773,김옥남,2020.09.16 11:12,"너무 너무 재미있게 잘 들었습니다 
이런 콘텐츠에 오디오북 많이 있으면 좋겠네요 "
774,방가희,2020.09.16 03:12,와 너무너무 재밌고 영화로 만들어지면 재밌을것같네요~^^
775,이주혜,2020.09.15 16:19,몰입도 최고
776,verita,2020.09.14 17:46,"간만에 끝까지 몰입해서 들은 책이에요
추천합니다~!!
"
777,이선옥,2020.09.08 09:54,"
설이 동심을 깨우는 "
778,경주,2020.09.07 20:28,임수아라는 인물은 왜이렇게 부정적한건가요? 듣기 너무 힘들어서 겨우 다 들었어요... 
779,서녕이,2020.09.07 16:38,"아~궁금하게  만드네요
다음은  어떻게  진행되는지  혹시 2권도
나오나요"
780,최금옥,2020.09.07 15:08,"집중하며 들을 수 있어 좋았어요., 재밌네요"
781,조윤주,2020.09.07 14:27,박서련 작가님 다음 작품 기다리겠습니다.김연우 성우님 감사합니다.최근 제가 들은 오디오북중 최고입니다.
782,지영,2020.09.04 17:32,"성우분 덕분에 흥미진진하게 몰입해서 들을수 있었습니다.
그런데 스토리의 구성이 첫장면부터 고개를 갸웃거리게 할 만큼 엉성하게 느껴지는 대목들이 끝까지 가도 해소되지 않는건
아마도 2편에서 풀어주겠지 하는 기대를
품게 합니다."
783,이채린,2020.09.01 01:34,"듣는 내내 흐린 먹구름 속에 있는 듯한 느낌이었다.
마르타의 미묘한 감정선을 따라가다 보니 어느새 결말에 이르렀다. "
784,안혜영,2020.08.30 21:58,몰입하여 듣게 되네요
785,서양완,2020.08.30 20:01,잼나게 들었습니다.
786,김태형,2020.08.30 04:20,먼가 모르게 흡입력이 굉장하네요
787,백미하,2020.08.28 21:37,2탄 나오나요? ㅋㅋ
788,지영문,2020.08.28 16:26,"김연우성우님이 궁금해 검색을 해봤어요
책들을때 영어발음이 좋다싶었는대 영문학전공이시네요 책 넘 잼있게 들었어요
연기도 주인공성격에 맞게 넘 잘 하시네요

"
789,연꽃님(지호맘),2020.08.28 12:40,"재밌었어요 김연우성우님 목소리도 정말 잘 어울렸어요 특히 이준서가 수아한테 말할때 완전 빙의된 느낌 몇번이나 돌려서 들었어요 ㅋㅋ
사실 이준서 생일파티에 수아가 등장했을때 그때 어느누구도 수아를 보지못했을거라는 가정이 들어가면 맥빠질거 같았는데 마지막 피묻은 운동화가 배달되어왔을땐 역시라고 감탄사를 날렸답니다 완전 좋았어요"
790,김정희,2020.08.26 13:37,"글로 먼저 읽고 여운이 남아서 시작했는데, 오디오로 듣는 것도 좋네요. 성우님 연기가 소설분위기랑 찰떡입니다"
791,김동민,2020.08.23 23:24,"성우분이 녹음을 굉장히 잘 해주셔서 집중해서 들을 수 있었습니다. 중간 중간 효과음 등도 청취자로 하여금 해당 장면을 떠올리게 하는데 많은 도움이 되었습니다. 작품 얘기를 하자면, 스토리 자체는 기타 장르(만화,드라마,영화,소설)에 흔히 쏘이는 소재와 사건 들로 구성되어 있어 다소 뻔한 스토리에 헛점이 많으나, 여성작가분에 의한 여성의 이야기를 잘 녹여 놓았습니다. 신선하면서도 남성으로 하여금 공감대 형성은 조금 어려운 부분도 있으며, 주인공 자체가 남성 임장에서는 혐오스런 성격(이기심,질투심,시기감,도덕성 등)이어서 애정이 가지 않는 캐릭터입니다. 삼류소설의 표본. 클리셰 투성이. "
792,김정희,2020.08.23 07:12,"너무재밌어요~흥미진진 하고  무섭기도하고 통쾌하기도하고 ~
시간가는줄 모르고 듣게됨~"
793,서진주원맘,2020.08.21 22:45,하루종일 일하며 계속 들었어요. 윌라의 시작을 이책으로 했어요. 재밌네요.  다른책도 기대됩니다.
794,이초롱,2020.08.19 15:46,"재미있게 들었어요ㅎㅎ
마지막 운동화 저도 궁금ㅎㅎ"
795,김소은,2020.08.19 11:21,재밌어요! 마지막 운동화는 누가 보낸걸까요?!
796,김가영,2020.08.17 16:01,처음에 낭독이 조금 어색한가 했는데 듣다보니 괜찮았어요 뒤로갈수록 흥미진진해 집니다
797,Jasmine 이지희,2020.08.16 14:27,"문체,분위기,스토리 모두 좋았어요.
주인공의 담담한 목소리와 소설속 분위기가 찰떡이여서 혼자 소름돋고 무서워서 댕댕이 데리고 잤어요.. ㅠㅜ 원래 쫄보여서 장르가 공포가 아닌데도 괜히 서늘해진 기분이 들었습니다.

재밌는 스토리로 끝나지 않고책의 주제까지 잘 전달되어 좋았습니다. 이 책의 이해도가 높은 성우님이 해주셔서 책 한 편 ""잘 봤습니다.""

진짜 좋은 성우분들이 많이 참여해주시면 좋겠어요~!
종이책은 제 취향을 많이 타는반면, 오디오북은 생각지 못한 분야나 책을 접할 기회가 많아요.

전적으로 담당성우의 능력에 따라 책 평가가 엄청 달라지는 것 같아요. 앞으로 좋은 성우분들이 오디오북 참여 많이 하시길 기대해볼게요! 
윌라는 유명한 성우 ,책이해도 높은 성우들 섭외? 많이해서 내 돈 가져가 ㅠㅠ 제발... "
798,김삼영,2020.08.16 08:35,자꾸만 뒷이야기가 궁금해지게 만드시네요. 재미있었어요
799,조소연,2020.08.14 08:40,너무 재밌었어요ㅠ 윌라 처음 듣는데 시작으로 좋을 거 같아요!
800,모도리은정~☆,2020.08.13 08:05,성우분 감사합니다.
801,S,2020.08.12 18:55,재밌게 들었어용 성우님 영어발음이 원어민 수준이라 깜짝놀랐어요!
802,박미옥,2020.08.11 12:44,너무 재밌게 들었어요.
803,''새로운 도전'',2020.08.10 23:51,시간 가는줄 모르고 들었습니다. 성우님 감사합니다.
804,안지현,2020.08.09 21:17,재미있어요. BGM과 성우분 목소리 궁합이 잘 맞아요
805,,2020.08.09 01:04,재미있었어요.  그리고 마지막... 아 넘넘 궁금하네요.  성우분 목소리가 책을 매력을 한층 올려주시네요.  긋긋긋
806,김완수,2020.08.08 21:56,성우 연기가 실감나요
807,홍예진,2020.08.04 18:15,처음엔 지루했지만 중반부부터 몰입도가 진해졌어요 재밌습니다
808,제로,2020.08.04 17:22,"재미있게 잘 들었어요
목소리가 너무 멋져요 "
809,호호호,2020.08.03 20:31,결말에 다가갈수록 섬뜩해서 혼자 듣기는 무서울 정도였어요 오디오북이 왜 좋아?라고 묻는 사람이 있다면 마르타의 일을 일단 들어보라고 하려고요 정말 잘 들었습니다 유후 
810,임나현(도연,2020.08.02 17:10,성우분 목소리 좋은 것도 기억에 남지만.. 작가의 말이 섬뜩한 책이라는게 더 기억에 남아요 
811,김진아,2020.07.30 23:09,성우님목소리 엄지원배우같은?? 몰입도최고!! 시간가는줄모르고 들었어여 
812,박수진,2020.07.30 20:05,정말 집중해서 잘 들을 수 있었습니다. 성우분의 목소리가 주인공을 너무 잘 나타내서 스토리도 스토리지만 목소리 덕에 더 잘 집중이 되었던 것 같아요. 예측할 수 없는 스토리에 정말 숨죽여 들었네요. 감사히 잘 들었습니다!
813,태승미,2020.07.30 10:16,"끝나고 나니
왜 성우분목소리 얘기하는지 알듯하네요~"
814,김민성,2020.07.29 19:16,명품! 
815,복백이,2020.07.29 09:44,성우분 목소리 정말매력적이네요. 성우프로필도 있음 이분꺼만 찾아듣고 싶음
816,허문선,2020.07.29 07:57,집중해서 들을수있고 다 읽은 후에도 머릿속에 맴도는
817,지니,2020.07.27 11:24,너무 재밌어요! 머릿속으로 장면 하나하나 드라마로 보듯 생생하게 그려졌어요. 
818,김다영,2020.07.26 22:12,성우분 최고
819,JayOh,2020.07.25 20:34,책이라기보다는 오디오 드라마에 더 가까운 생동감. 최고.
820,Manzy,2020.07.25 19:24,윌라를 돋보이게 해주는 작품이었어요. 아내와 틈틈이 같이 들었는데 이에 대해 같이 추리도하고 의견도 나누고 좋았습니다.
821,정솔,2020.07.25 13:28,성우님 연기 최고입니다. 글도 좋았어요!
822,김진희(서준맘),2020.07.24 20:05,"성우의 목소리가 더 몰입감을 높이는것같아요
너무 재밌게 잘 들었습니다"
823,조성미,2020.07.24 17:26,성우 목소리와 연기가 넘 좋아요. 몰입감도 좋고! 정말 재미있게 잘 들었습니다.
824,이정훈,2020.07.23 12:24,"잘들었습니다, 리더 목소리 연기에 더 집중이 되어 빠져 드네요."
825,오달코미,2020.07.23 01:41,귣
826,조재숙,2020.07.22 20:56,너무 유익하고 재밌었습니다
827,여진,2020.07.21 08:15,너무 재미있게 잘 들었습니다
828,EJ♥,2020.07.20 21:49,너무 재미있어요!! 강추입니다
829,김태호,2020.07.18 11:01,성우분 목소리때문인지 집중해서 들었습니다
830,정가영,2020.07.17 23:35,재밌게 잘들었습니다.이동하며 듣다가 뒤가궁금해서 집에와서 끝까지 다들었네요
831,류혜미,2020.07.16 02:10,내용도 재미있는데 성우분이 듣기 편하면서도 맛깔나게 읽어주셔서 시간가는줄 모르고 들었네요! 너무 좋았어요 :)ㅎㅎ
832,-,2020.07.16 01:27,내용도 재밌고 이해도 쉽고 성우님들 목소리도 좋습니다.
833,최미영,2020.07.15 17:23,재미있게 들었음요
834,이가희,2020.07.15 06:38,"성우님의 목소리, 배경 둘다 좋았습니다"
835,유정~♡,2020.07.15 02:05,혹시 글도같이 볼수 있는방법이 있나요?
836,ㄱ김지은,2020.07.14 12:59,"흥미롭게 잘 들었어요!!! 마르타의 일
저역시 성우분의 목소리가 너무좋았네요!!"
837,김준용,2020.07.14 02:40,끝까지 잘 들었습니다.
838,강현모,2020.07.14 00:34,성우님 낭독 정말좋았어요!
839,최여진,2020.07.13 22:30,재미있었습니다~좋았어요~
840,김덕진,2020.07.13 21:58,정말 재미있게 들었습니다.  성우분 목소리도 굿~
841,셩,2020.07.12 16:27,강주룡보다 재미있었습니다
842,송혜진,2020.07.12 12:41,성우분이 너무 잘읽어주셔서 귀에 쏙쏙들어오고 집중도잘됐어요!너무재밌게 들었습니다~
843,인아,2020.07.11 13:59,"저 진짜 듣는 것도 오래 못하는데 
이동시간 잠자기전 틈틈히 잘 들었어요 
이상하게 다운로드가 안돼서 좀 그렇긴 했는데 
무튼 재밌어요"
844,혜진,2020.07.11 01:14,흥미진진하고 긴장감 넘쳐요!! 존잼ㅎㅎㅎ
845,sun,2020.07.11 00:08,완전빠져들어 들었네요~ 꿀잼입니다
846,쥐-♡,2020.07.09 09:39,성우님의 목소리 일단 너무 좋아요
847,이지현,2020.07.09 00:35,개꿀잼 효과음 소리 넘나 무서웠다
848,벽새,2020.07.08 23:04,빠져들어요
849,김수진,2020.07.08 21:46,재밌다ㅠㅠ
850,박지혜,2020.07.07 20:44,몰입감 있는 전개에 성우분의 목소리가 더해져서 시간가는 줄 모르고 들었어요!
851,배지,2020.07.07 19:36,성우분 목소리 때문에 더 몰입감 있게 빠져들 수 있었어요!!! 
852,나비,2020.07.07 16:09,대박. 강추. ~성우목소리가 캐릭터를 잘 표현한 것 같아요.  작가님 다른 책도 찾아보려고요!
853,잠꼬대,2020.07.07 01:48,"박서련작가님 팬이 될거 같아요 ^^
체공녀 강주룡에 이어 너무 재밌네요
성우분도 잘 살려주셨구요 영어발음 굿굿!!! ㅎㅎ
"
854,인영실,2020.07.05 19:20,정말 시간가는줄 몰랐습니다. 궁금해서 계속듣게되는 작품이었습니다.
855,박윤수,2020.07.04 19:30,이 소설 최고입니다! 성우분들 연기는 더 최고!!!!
856,이태화,2020.07.04 16:03,"팟캐 라디오극장으로 먼저 마르타의 일을 
만났습니다 반갑게도 윌라에서 완독으로 나와
기쁘게 들었네요 음울하고 어둡지만 이렇게도 
여성범죄? 를 표현할 수 있구나 했습니다
라디오극장과는 또다른 매력입니다
둘 다 아주 흥미진진했습니다"
857,김다영,2020.07.04 15:51,"약대 연기 취향 저격ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 명불허전 연우 성우님 ㅠㅠ 리아 말처럼 ""진심 리스펙트""예요."
858,이상혁,2020.07.03 17:26,목소리 넘 좋아요^^
859,김은솔,2020.06.30 11:29,성우님 목소리가 미쳤어요....
860,최현아,2020.06.30 08:52,와 이거 재미있게 읽었는데 찜해놔야징
861,,2020.11.27 20:10, 
862,Min Gyeong ,2020.11.26 23:12,"읽기 속도를 내가 듣기편하도록 조절할수 있는데
빨라서 싫다는분이 계시네? ㅜ"
863,외유내강,2020.11.25 17:23,"목소리가 너무 거슬려요..
개인적인 생각이지만 이런책엔 좀 더 부드러운 목소리가 좋을거  같아요 
너무 딱딱 끊어져서 딱딱한 느낌입니다."
864,윤정,2020.11.23 01:11,"읽어주시는 목소리도 너무 자연스럽고 글도 지금의나,나의가족,나의남편,친구등 모두와의 관계에 딱 필요한 내용이었고 공감이 너무 잘되어서 요즘했던 나의 고민과 지난 후회,막막함등이 뻥~뚫렸어요
소심한위로가아닌 사이다같은 솔직한 경험에서 우러난 해결방법등이 도움이 되었어요 부부상담소 갈필요도 없고 정신과병원 안가도 이책을읽고 마음이 정리가되고 치유가되고 앞으로 나아갈 힘을 기를수있게되어 너무너무 감사합니다!!"
